County,Office,Candidate,Party,District,Votes
,School Board Member,Deke A Demarco,Non Partisan,EASTERN PULASKI,1288
,School Board Member,DELENA THOMAS,Non Partisan,Merrillville,7035
,School Board Member,Deneen A Stewart,Non Partisan,SOUTH HARRISON,6220
,School Board Member,Denise Holbrook,Non Partisan,EAST NOBLE,3106
,School Board Member,Dennis B Bentzler,Non Partisan,Taylor,2390
,School Board Member,Dennis D Wilkening,Non Partisan,Hanover,2850
,School Board Member,Dennis E Richardson,Non Partisan,TRI-CENTRAL SCHOOL CORPORATION,1040
,School Board Member,Dennis J Herd,Non Partisan,Pioneer SC,1959
,School Board Member,Dennis W Gutwein,Non Partisan,WEST CENTRAL,1395
,School Board Member,Derek J Brown,Non Partisan,NORTHWESTERN SCHOOLS,1193
,School Board Member,Derek S Morgan,Non Partisan,SOCS5,3006
,School Board Member,Derek Sutton,Non Partisan,Franklin Township Schools,5988
,School Board Member,Derrick Clarke,Non Partisan,WASHINGTON,969
,School Board Member,Derrick D Perry,Non Partisan,SOUTH BEND,9497
,School Board Member,Derrick Sherck,Non Partisan,Lakeland,3276
,School Board Member,Desira Lecounte,Non Partisan,TRI-CENTRAL SCHOOL CORPORATION,934
,School Board Member,Desmont Upchurch,Non Partisan,SOUTH BEND,3934
,School Board Member,Diana L Sayre,Non Partisan,ALEXANDRIA COMMUNITY SCHOOL CORP,2789
,School Board Member,Diane Arnold,Non Partisan,IPS DISTRICT 4,6304
,School Board Member,Diane L Haley,Non Partisan,PERU,1516
,School Board Member,Diane L Jarvis-Gonczy,Non Partisan,NORTH NEWTON,2812
,School Board Member,Don  Detzer,Non Partisan,NORTH SPENCER COUNTY SCHOOL CORPORATION,4573
,School Board Member,Don Amber,Non Partisan,SMITH-GREEN,1396
,School Board Member,Don Guthrie,Non Partisan,Borden-Henryville School,2579
,School Board Member,Don Lehman,Non Partisan,WA-NEE COMMUNITY SCHOOL,5857
,School Board Member,DONALD (DON) BACSO,Non Partisan,Lake Central,11585
,School Board Member,DONALD A BOKHART,Non Partisan,"Wawasee 1, Wawasee 2, Wawasee 3",5994
,School Board Member,Donald E Ransford,Non Partisan,Northeast Schools,1697
,School Board Member,Donald J. Dulaney,Non Partisan,MICHIGAN CITY AREA SCHOOLS,0
,School Board Member,Donald Lee Pruitt,Non Partisan,RANDOLPH SOUTH,856
,School Board Member,DONALD P CLAY,Non Partisan,Hobart,1150
,School Board Member,Donn (Phil) Ford,Non Partisan,JAY SCHOOL CORP,5335
,School Board Member,DONNA FIDLER,Non Partisan,Cloverdale,2092
,School Board Member,Donna Ivey-Bryant,Non Partisan,East Chicago,849
,School Board Member,Donna J Shepherd,Non Partisan,Western,4433
,School Board Member,Donna K Apple-Denbo,Non Partisan,Crawford County,1805
,School Board Member,Donna M Harmon,Non Partisan,MSD Martinsville,0
,School Board Member,Doran Moreland,Non Partisan,Washington Township Schools,11306
,School Board Member,Doris L. (DeeDee) Gowan,Non Partisan,Franklin Township Schools,10776
,School Board Member,DOUG HUNTER,Non Partisan,COVINGTON COM. SCH. CORP.,1944
,School Board Member,Doug Masson,Non Partisan,West Lafayette School Corporation,1797
,School Board Member,Doug Norman,Non Partisan,MILAN,2098
,School Board Member,Douglas Andrew Borgsdorf,Non Partisan,RICHMOND COMMUNITY SCHOOL CORPORATION,3563
,School Board Member,Douglas C Hartman,Non Partisan,PLAINFIELD COMM SCHOOLS,6215
,School Board Member,Douglas E Belcher,Non Partisan,Crawford County,1602
,School Board Member,Douglas K Weaver,Non Partisan,ECS C,3527
,School Board Member,Douglas M Gardner,Non Partisan,UNION COUNTY / COLLEGE CORNER JOINT SCHOOL DISTRICT,2752
,School Board Member,Douglas R Coffman,Non Partisan,Silver Creek School,3152
,School Board Member,Douglas S Jay,Non Partisan,NORTHEASTERN WAYNE SCHOOLS,589
,School Board Member,Drexel D. Turpin,Non Partisan,SHOALS,1399
,School Board Member,Duane E Lutz,Non Partisan,WESTFIELD-WASHINGTON,5081
,School Board Member,Dustin (Dusty) Robinson,Non Partisan,"Tippecanoe School Corporation District 1, Tippecanoe School Corporation District 2, Tippecanoe School Corporation District 3, Tippecanoe School Corporation District 4, Tippecanoe School Corporation District 5, Tippecanoe School Corporation District 6",14171
,School Board Member,Dustin Davidson,Non Partisan,SALEM COMM SCHOOLS,1106
,School Board Member,Dustin L Farris,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,1392
,School Board Member,Dustin R Osborn,Non Partisan,NORTH PUTNAM COM SCH,1566
,School Board Member,Dustin S Robinson,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,185
,School Board Member,Earl Taggart,Non Partisan,Jennings,7870
,School Board Member,Ed Bay,Non Partisan,North Lawrence Community Schools,1808
,School Board Member,Ed Harvey,Non Partisan,NINEVEH HENSLEY JACKSON,3071
,School Board Member,Edward (Ted)  Amberger,Non Partisan,MILAN,2025
,School Board Member,Edward Jay Rayl,Non Partisan,TRI-CENTRAL SCHOOL CORPORATION,1310
,School Board Member,Edward Joseph (Joe) Kimmel Jr.,Non Partisan,3,644
,School Board Member,Edward Schroeder,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,1377
,School Board Member,EDWARD STONE,Non Partisan,Highland,3357
,School Board Member,EFRAIN (FRANK) DIAZ JR,Non Partisan,River Forest,954
,School Board Member,ELISE PRATT,Non Partisan,"District 1, District 2, District 3, District 4, District 5, District 6",2768
,School Board Member,Elizabeth  Galligan,Non Partisan,Floyd,20761
,School Board Member,Elizabeth (Liz) Land,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,1115
,School Board Member,Elizabeth A. (Beth)  Leitch,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1286
,School Board Member,Elizabeth Diane Turley,Non Partisan,Warsaw 3,2062
,School Board Member,Elizabeth M. Gore,Non Partisan,IPS,32861
,School Board Member,Ellis S Noto,Non Partisan,IPS,3950
,School Board Member,Emily C Putt,Non Partisan,SMITH-GREEN,1759
,School Board Member,EMILY CONNER,Non Partisan,Griffith,3358
,School Board Member,Emily Hartman,Non Partisan,Perry Township Schools,18261
,School Board Member,Emily R. Cockerill,Non Partisan,SALEM COMM SCHOOLS,934
,School Board Member,Eric Fledderman,Non Partisan,Batesville Community School Corporation,2934
,School Board Member,Eric M Hylton,Non Partisan,BROWNSBURG COMM SCHOOLS,10669
,School Board Member,Eric Oliver,Non Partisan,NORTH PUTNAM COM SCH,2537
,School Board Member,Eric Ott,Non Partisan,BAUGO COMMUNITY SCHOOL,1298
,School Board Member,Eric P Johnson,Non Partisan,Southern Wells,623
,School Board Member,Eric Retter,Non Partisan,RANDOLPH SOUTH,1007
,School Board Member,Eric S Stroud,Non Partisan,NORTH HARRISON,3318
,School Board Member,Erica J Oden  ,Non Partisan,AVON COMM SCHOOLS,7737
,School Board Member,Estella Vandeventer,Non Partisan,Decatur Township Schools,5186
,School Board Member,Evan D Eikenberry,Non Partisan,Howard,2458
,School Board Member,Evan Elliott,Non Partisan,NOBLESVILLE,8404
,School Board Member,Everett Hampton ,Non Partisan,NETTLE CREEK SCHOOL CORPORATION,1088
,School Board Member,Faye  Anglin,Non Partisan,SOUTH BEND,10664
,School Board Member,Fayla Nanz,Non Partisan,LAWRENCEBURG COMM.,3255
,School Board Member,Faythe Gill,Non Partisan,CARR SCHOOL CORP,325
,School Board Member,Forrest D Plank,Non Partisan,NEW CASTLE COMM SCHOOL,2072
,School Board Member,FRANCISCO (FRANK) PORRAS,Non Partisan,Hobart,3569
,School Board Member,Franklin Dessuit,Non Partisan,E PORTER,5337
,School Board Member,Gary E Rooker,Non Partisan,HARRISON,945
,School Board Member,Gary M Holscher,Non Partisan,South Knox Schools,2294
,School Board Member,Gary W Johnson,Non Partisan,TIPTON COMMUNITY,1414
,School Board Member,Gavin A Wellman,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",552
,School Board Member,GAYLE  WILEY,Non Partisan,SHELBYVILLE CENTRAL SCHOOLS,3556
,School Board Member,Gene A Donaghy,Non Partisan,Northern Wells,5544
,School Board Member,George (Geep) Harrison,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,2276
,School Board Member,GEORGE J TAGLER JR,Non Partisan,Griffith,1130
,School Board Member,GEORGE MARCINIAK,Non Partisan,Hobart,2926
,School Board Member,George McNichols,Non Partisan,North Lawrence Community Schools,1980
,School Board Member,Georgia M. Tenney,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,2136
,School Board Member,Gerald W Leonard,Non Partisan,CHARLES A BEARD SCHOOL,2635
,School Board Member,Geraldine Grott,Non Partisan,NOBLE,1
,School Board Member,Gina M Dunnuck,Non Partisan,SOUTH ADAMS,819
,School Board Member,GLEN I JOHNSON,Non Partisan,Lake Ridge,1523
,School Board Member,Glenna L Jehl,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",5793
,School Board Member,Gloria Williams,Non Partisan,Warren Township Schools,8899
,School Board Member,Graham Trotter Richardson,Non Partisan,CHARLES A BEARD SCHOOL,2758
,School Board Member,Grant M Reeves,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,1568
,School Board Member,Greg Eckerle,Non Partisan,GREATER JASPER CONSOLIDATED,7582
,School Board Member,Greg Slaten,Non Partisan,Silver Creek School,1767
,School Board Member,Greg Waltz,Non Partisan,NINEVEH HENSLEY JACKSON,3379
,School Board Member,Gregory (Greg) A. Hole,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",1911
,School Board Member,Gregory A Quin,Non Partisan,PERU,3368
,School Board Member,Gretchen S. Pennington,Non Partisan,WHITE RIVER,746
,School Board Member,H Mark Iunghuhn,Non Partisan,NORTH GIBSON 3,2068
,School Board Member,Haley Hilliard,Non Partisan,Warren Township Schools,4788
,School Board Member,Hank Koby,Non Partisan,Bluffton-Harrison,1325
,School Board Member,Harry Diamond,Non Partisan,TIPTON COMMUNITY,1191
,School Board Member,Heather Culler,Non Partisan,Prairie Heights,2705
,School Board Member,Heather M Hudson,Non Partisan,Eastern Greene School District,1889
,School Board Member,Heather M Krebs,Non Partisan,DEKALB CENTRAL,5281
,School Board Member,Heather Staggs,Non Partisan,MSD Martinsville,7665
,School Board Member,Helen Marie Pell,Non Partisan,Lebanon Community School,3821
,School Board Member,Hiawatha F Garrett,Non Partisan,Vigo,5907
,School Board Member,Hillary J. Close,Non Partisan,GREENFIELD CENTRAL,9296
,School Board Member,Holli Schoen,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,3116
,School Board Member,HOLLIE HUTCHESON,Non Partisan,SOUTH PUTNAM COM SCH,2451
,School Board Member,Holly Peacock Armstrong,Non Partisan,Scott County Schools 2,1385
,School Board Member,Holly Renz,Non Partisan,Madison,9576
,School Board Member,Holly Y Webb,Non Partisan,Eminence Community School Corp,425
,School Board Member,Howard A. Dorsey Jr.,Non Partisan,Warren Township Schools,7409
,School Board Member,INGRID SCHWARZ WOLF,Non Partisan,Munster,5595
,School Board Member,Isaac D Pile,Non Partisan,SOUTHWESTERN SCHOOLS,1005
,School Board Member,Isral O Qualkenbush,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,317
,School Board Member,J Ryan Wall,Non Partisan,Huntington,1365
,School Board Member,J. Keith Owens,Non Partisan,WESTFIELD-WASHINGTON,3835
,School Board Member,J. Michael Davisson,Non Partisan,SALEM COMM SCHOOLS,771
,School Board Member,J.D. UEBLER,Non Partisan,Culver Community School Corp,746
,School Board Member,Jaceann Troutt,Non Partisan,Cloverdale,2191
,School Board Member,Jaci Hadsell,Non Partisan,NEW CASTLE COMM SCHOOL,3708
,School Board Member,Jacinda Townsend Gides,Non Partisan,Monroe County Comm School Corp,21829
,School Board Member,Jack W Elliott Jr.,Non Partisan,Monroe-Gregg School,2460
,School Board Member,Jacob E Tanner,Non Partisan,WEST CENTRAL,1242
,School Board Member,Jacob L Wade,Non Partisan,SOUTH CENTRAL COMMUNITY SCHOOL CORPORATION,1348
,School Board Member,Jacob M Burton,Non Partisan,"Tippecanoe School Corporation District 1, Tippecanoe School Corporation District 2, Tippecanoe School Corporation District 3, Tippecanoe School Corporation District 4, Tippecanoe School Corporation District 5, Tippecanoe School Corporation District 6",16901
,School Board Member,Jacob Vanwagner,Non Partisan,SMITH-GREEN,1125
,School Board Member,Jacque A Deckard,Non Partisan,MSD Martinsville,7188
,School Board Member,Jacqueline L (Jackie) Lower,Non Partisan,Vigo,12599
,School Board Member,JACQUELYN SIMPSON,Non Partisan,NORTH PUTNAM COM SCH,1287
,School Board Member,James (Jamey) Sullivan,Non Partisan,2,379
,School Board Member,James (Jim) Polarek,Non Partisan,E PORTER,2186
,School Board Member,JAMES A MILLER,Non Partisan,Westview,707
,School Board Member,James A. Persinger,Non Partisan,Bartholomew Consolidated,3681
,School Board Member,James C (J.C.) Mitchell,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",1791
,School Board Member,James C Daugherty,Non Partisan,SOUTH DEARBORN COMM.,6052
,School Board Member,James C Schneider,Non Partisan,HARRISON,445
,School Board Member,James D Graf,Non Partisan,SUNMAN-DEARBORN COMM.,11908
,School Board Member,James Diagostino,Non Partisan,NORTH WEST HENDRICKS SCHOOLS,923
,School Board Member,James E Gadberry,Non Partisan,Metropolitan School District of Shakamak,1126
,School Board Member,James E Mcquade II,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",536
,School Board Member,James Hobbs,Non Partisan,SALEM COMM SCHOOLS,605
,School Board Member,James J White,Non Partisan,NORTH WHITE,1526
,School Board Member,James Jenkins,Non Partisan,MACONAQUAH,3276
,School Board Member,James L Dehaven,Non Partisan,TRI TOWNSHIP CSC,550
,School Board Member,James R (Jim) Johns,Non Partisan,Pike County School Corp,2177
,School Board Member,James R Arnold,Non Partisan,LaPorte,8773
,School Board Member,James R Jackson Jr.,Non Partisan,EASTERN HANCOCK,2141
,School Board Member,James R Williams,Non Partisan,AVON COMM SCHOOLS,8041
,School Board Member,James Renbarger,Non Partisan,WHITLEY COUNTY,6948
,School Board Member,James Stafford,Non Partisan,Tippecanoe School Corporation,11816
,School Board Member,Jamie C Woods,Non Partisan,PENN-HARRIS-MADISON,14195
,School Board Member,Jamy Merritt,Non Partisan,HAMILTON SCHOOL DISTRICT - DIST 2,529
,School Board Member,Jana L Conn,Non Partisan,"C1, C2, C3, C4, C5",933
,School Board Member,Jane Elliott,Non Partisan,SMITH-GREEN,1676
,School Board Member,Janet  Stoermer,Non Partisan,SOUTH SPENCER COUNTY SCHOOL CORPORATION,2396
,School Board Member,Janet M Lovelace,Non Partisan,Howard,3183
,School Board Member,Janet Mcbee,Non Partisan,SOUTH GIBSON,913
,School Board Member,JANICE M MALCHOW,Non Partisan,Lake Central,10023
,School Board Member,Janice Nickeo-Pendergrass,Non Partisan,North Lawrence Community Schools,3133
,School Board Member,Jared  Egger,Non Partisan,JOHN GLENN SCH CORP,2702
,School Board Member,Jared  McQueen,Non Partisan,Union-North United School Corp,1844
,School Board Member,Jarrett Richards,Non Partisan,"MI District 1, MI District 2, MI District 3",1621
,School Board Member,Jason A Becker,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1633
,School Board Member,JASON A. BECK,Non Partisan,COVINGTON COM. SCH. CORP.,1847
,School Board Member,Jason Arnold,Non Partisan,HAMILTON SOUTHEASTERN,6205
,School Board Member,Jason D Conwell,Non Partisan,Huntington,925
,School Board Member,JASON JAQUES,Non Partisan,Griffith,2524
,School Board Member,Jason Kilmer,Non Partisan,TRI-COUNTY,1492
,School Board Member,Jason L Davidson,Non Partisan,White River Valley School Corp.,226
,School Board Member,Jason L Wolfe,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,3817
,School Board Member,Jason Roney,Non Partisan,MADISON,4916
,School Board Member,Jason W Phillips,Non Partisan,JAY SCHOOL CORP,5465
,School Board Member,Jawann Jones,Non Partisan,East Chicago,1218
,School Board Member,Jay A Squibb,Non Partisan,BAUGO COMMUNITY SCHOOL,1095
,School Board Member,Jay Gayheart  ,Non Partisan,JAC-CEN-DEL,386
,School Board Member,Jay S. Harris,Non Partisan,RANDOLPH CENTER,3311
,School Board Member,Jaycen M Abell,Non Partisan,LANESVILLE SCHOOL CORP,1134
,School Board Member,Jean M. Robbins,Non Partisan,Scott County Schools 2,1679
,School Board Member,Jeanette E McCullough,Non Partisan,SOUTH BEND,18006
,School Board Member,Jeanne Fredericks,Non Partisan,SOUTH MADISON COMMUNITY SCHOOL CORP,2657
,School Board Member,Jeff Clem Jr.,Non Partisan,EAST WASHINGTON,2553
,School Board Member,JEFF EDNEY,Non Partisan,NORTH VERMILLION,370
,School Board Member,Jeff Johnson,Non Partisan,DEKALB CENTRAL,4542
,School Board Member,Jeff Joray,Non Partisan,SEYMOUR SCHOOL CORP,8046
,School Board Member,Jeff Lambrecht,Non Partisan,North Lawrence Community Schools,4320
,School Board Member,Jeff Milligan,Non Partisan,TWLK 3,1747
,School Board Member,Jeff Papa,Non Partisan,"ZCS Eagle, ZCS Union",12293
,School Board Member,Jeffrey A Kellar,Non Partisan,Taylor,1121
,School Board Member,Jeffrey Cornett,Non Partisan,SOUTH RIPLEY,2182
,School Board Member,Jeffrey K Burke,Non Partisan,UNION SCHOOL,702
,School Board Member,Jeffrey M Kayser,Non Partisan,West Lafayette School Corporation,534
,School Board Member,Jeffrey R Worthington,Non Partisan,Vanderburgh,22465
,School Board Member,JENA STUCKEY,Non Partisan,FREMONT SCHOOL DISTRICT,2760
,School Board Member,Jenell Hoffman,Non Partisan,SHOALS,1517
,School Board Member,Jennifer A Bogue,Non Partisan,Taylor,2409
,School Board Member,Jennifer Bennett,Non Partisan,SOUTHWEST ALLEN,8173
,School Board Member,Jennifer Blackburn,Non Partisan,EAST ALLEN,10994
,School Board Member,Jennifer Blackford,Non Partisan,NEW CASTLE COMM SCHOOL,3452
,School Board Member,Jennifer Corsi,Non Partisan,Bartholomew Consolidated,10928
,School Board Member,Jennifer Humrichous,Non Partisan,TIPTON COMMUNITY,2775
,School Board Member,Jennifer J Pinkston,Non Partisan,Northeast Schools,2493
,School Board Member,Jennifer Krull,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,2028
,School Board Member,Jennifer L Matthias,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",7086
,School Board Member,JENNIFER L. (JENNIE) MEDLEN,Non Partisan,Lake Central,12092
,School Board Member,Jennifer M Hurford,Non Partisan,Argos Community Schools,675
